Comparison,Network,Edge threshold,Measure,Cell,Jaccard Distance
Adult/L4,all,high,proximal,SIBDR,0.3548387096774194
Adult/L4,all,high,proximal,SIBVL,0.391304347826087
Adult/L4,all,high,proximal,SIBVR,0.391304347826087
Adult/L4,all,high,proximal,SMBDL,0.25
Adult/L4,all,high,proximal,SMBDR,0.3409090909090909
Adult/L4,all,high,proximal,SMBVL,0.2727272727272727
Adult/L4,all,high,proximal,SMBVR,0.3125
Adult/L4,all,high,proximal,SMDDL,0.4358974358974359
Adult/L4,all,high,proximal,SMDDR,0.3902439024390244
Adult/L4,all,high,proximal,SMDVL,0.3902439024390244
Adult/L4,all,high,proximal,SMDVR,0.4358974358974359
Adult/L4,all,high,proximal,URADL,0.45454545454545453
Adult/L4,all,high,proximal,URADR,0.3
Adult/L4,all,high,proximal,URAVL,0.36363636363636365
Adult/L4,all,high,proximal,URAVR,0.36363636363636365
Adult/L4,all,high,proximal,URBL,0.2222222222222222
Adult/L4,all,high,proximal,URBR,0.2413793103448276
Adult/L4,all,high,proximal,URXL,0.17857142857142858
Adult/L4,all,high,proximal,URXR,0.2413793103448276
Adult/L4,all,high,proximal,URYDL,0.32
Adult/L4,all,high,proximal,URYDR,0.32
Adult/L4,all,high,proximal,URYVL,0.3
Adult/L4,all,high,proximal,URYVR,0.2222222222222222
Adult/L4,all,high,proximal,ADAL,0.2727272727272727
Adult/L4,all,high,proximal,ADAR,0.2926829268292683
Adult/L4,all,high,proximal,ADEL,0.20512820512820512
Adult/L4,all,high,proximal,ADER,0.20689655172413793
Adult/L4,all,high,proximal,ADFL,0.3
Adult/L4,all,high,proximal,ADFR,0.3333333333333333
Adult/L4,all,high,proximal,ADLL,0.42857142857142855
Adult/L4,all,high,proximal,ADLR,0.35294117647058826
Adult/L4,all,high,proximal,AFDL,0.30434782608695654
Adult/L4,all,high,proximal,AFDR,0.2608695652173913
Adult/L4,all,high,proximal,AIAL,0.5
Adult/L4,all,high,proximal,AIAR,0.375
Adult/L4,all,high,proximal,AIBL,0.24074074074074073
Adult/L4,all,high,proximal,AIBR,0.2826086956521739
Adult/L4,all,high,proximal,AIML,0.2222222222222222
Adult/L4,all,high,proximal,AIMR,0.13333333333333333
Adult/L4,all,high,proximal,AINL,0.22727272727272727
Adult/L4,all,high,proximal,AINR,0.24
Adult/L4,all,high,proximal,AIYL,0.3333333333333333
Adult/L4,all,high,proximal,AIYR,0.36363636363636365
Adult/L4,all,high,proximal,AIZL,0.3333333333333333
Adult/L4,all,high,proximal,AIZR,0.36363636363636365
Adult/L4,all,high,proximal,ALA,0.2222222222222222
Adult/L4,all,high,proximal,ALML,0.25
Adult/L4,all,high,proximal,ALMR,0.3181818181818182
Adult/L4,all,high,proximal,ALNL,0.14285714285714285
Adult/L4,all,high,proximal,ALNR,0.19047619047619047
Adult/L4,all,high,proximal,AQR,0.4090909090909091
Adult/L4,all,high,proximal,ASEL,0.5
Adult/L4,all,high,proximal,ASER,0.4
Adult/L4,all,high,proximal,ASGL,0.3684210526315789
Adult/L4,all,high,proximal,ASGR,0.375
Adult/L4,all,high,proximal,ASHL,0.39285714285714285
Adult/L4,all,high,proximal,ASHR,0.38095238095238093
Adult/L4,all,high,proximal,ASIL,0.36363636363636365
Adult/L4,all,high,proximal,ASIR,0.375
Adult/L4,all,high,proximal,ASJL,0.375
Adult/L4,all,high,proximal,ASJR,0.38461538461538464
Adult/L4,all,high,proximal,ASKL,0.375
Adult/L4,all,high,proximal,ASKR,0.4375
Adult/L4,all,high,proximal,AUAL,0.3076923076923077
Adult/L4,all,high,proximal,AUAR,0.2857142857142857
Adult/L4,all,high,proximal,AVAL,0.36666666666666664
Adult/L4,all,high,proximal,AVAR,0.36666666666666664
Adult/L4,all,high,proximal,AVBL,0.3888888888888889
Adult/L4,all,high,proximal,AVBR,0.4117647058823529
Adult/L4,all,high,proximal,AVDL,0.37037037037037035
Adult/L4,all,high,proximal,AVDR,0.27586206896551724
Adult/L4,all,high,proximal,AVEL,0.2631578947368421
Adult/L4,all,high,proximal,AVER,0.2727272727272727
Adult/L4,all,high,proximal,AVFL,0.52
Adult/L4,all,high,proximal,AVFR,0.52
Adult/L4,all,high,proximal,AVHL,0.391304347826087
Adult/L4,all,high,proximal,AVHR,0.3235294117647059
Adult/L4,all,high,proximal,AVJL,0.38095238095238093
Adult/L4,all,high,proximal,AVJR,0.32142857142857145
Adult/L4,all,high,proximal,AVKL,0.43243243243243246
Adult/L4,all,high,proximal,AVKR,0.43243243243243246
Adult/L4,all,high,proximal,AVL,0.25806451612903225
Adult/L4,all,high,proximal,AVM,0.391304347826087
Adult/L4,all,high,proximal,AWAL,0.5
Adult/L4,all,high,proximal,AWAR,0.47058823529411764
Adult/L4,all,high,proximal,AWBL,0.5
Adult/L4,all,high,proximal,AWBR,0.47058823529411764
Adult/L4,all,high,proximal,AWCL,0.4090909090909091
Adult/L4,all,high,proximal,AWCR,0.4090909090909091
Adult/L4,all,high,proximal,BAGL,0.2222222222222222
Adult/L4,all,high,proximal,BAGR,0.3076923076923077
Adult/L4,all,high,proximal,BDUL,0.2777777777777778
Adult/L4,all,high,proximal,BDUR,0.2
Adult/L4,all,high,proximal,CEPDL,0.35294117647058826
Adult/L4,all,high,proximal,CEPDR,0.4
Adult/L4,all,high,proximal,CEPVL,0.21739130434782608
Adult/L4,all,high,proximal,CEPVR,0.22580645161290322
Adult/L4,all,high,proximal,DVA,0.3018867924528302
Adult/L4,all,high,proximal,DVC,0.3
Adult/L4,all,high,proximal,FLPL,0.3888888888888889
Adult/L4,all,high,proximal,FLPR,0.3888888888888889
Adult/L4,all,high,proximal,IL1DL,0.3333333333333333
Adult/L4,all,high,proximal,IL1DR,0.5
Adult/L4,all,high,proximal,IL1L,0.36363636363636365
Adult/L4,all,high,proximal,IL1R,0.34615384615384615
Adult/L4,all,high,proximal,IL1VL,0.3333333333333333
Adult/L4,all,high,proximal,IL1VR,0.3333333333333333
Adult/L4,all,high,proximal,IL2DL,0.42857142857142855
Adult/L4,all,high,proximal,IL2DR,0.5
Adult/L4,all,high,proximal,IL2L,0.2777777777777778
Adult/L4,all,high,proximal,IL2R,0.3888888888888889
Adult/L4,all,high,proximal,IL2VL,0.375
Adult/L4,all,high,proximal,IL2VR,0.45454545454545453
Adult/L4,all,high,proximal,OLLL,0.36363636363636365
Adult/L4,all,high,proximal,OLLR,0.34615384615384615
Adult/L4,all,high,proximal,OLQDL,0.2
Adult/L4,all,high,proximal,OLQDR,0.29411764705882354
Adult/L4,all,high,proximal,OLQVL,0.2222222222222222
Adult/L4,all,high,proximal,OLQVR,0.29411764705882354
Adult/L4,all,high,proximal,PVCL,0.4074074074074074
Adult/L4,all,high,proximal,PVCR,0.4117647058823529
Adult/L4,all,high,proximal,PVPL,0.3333333333333333
Adult/L4,all,high,proximal,PVPR,0.4090909090909091
Adult/L4,all,high,proximal,PVQL,0.42857142857142855
Adult/L4,all,high,proximal,PVQR,0.4375
Adult/L4,all,high,proximal,PVT,0.3
Adult/L4,all,high,proximal,RIAL,0.3333333333333333
Adult/L4,all,high,proximal,RIAR,0.3333333333333333
Adult/L4,all,high,proximal,RIBL,0.28125
Adult/L4,all,high,proximal,RIBR,0.2564102564102564
Adult/L4,all,high,proximal,RICL,0.40476190476190477
Adult/L4,all,high,proximal,RICR,0.40476190476190477
Adult/L4,all,high,proximal,RID,0.25
Adult/L4,all,high,proximal,RIFL,0.2857142857142857
Adult/L4,all,high,proximal,RIFR,0.36
Adult/L4,all,high,proximal,RIGL,0.25
Adult/L4,all,high,proximal,RIGR,0.1935483870967742
Adult/L4,all,high,proximal,RIH,0.19444444444444445
Adult/L4,all,high,proximal,RIML,0.2916666666666667
Adult/L4,all,high,proximal,RIMR,0.2826086956521739
Adult/L4,all,high,proximal,RIPL,0.18181818181818182
Adult/L4,all,high,proximal,RIPR,0.2727272727272727
Adult/L4,all,high,proximal,RIR,0.1956521739130435
Adult/L4,all,high,proximal,RIS,0.2631578947368421
Adult/L4,all,high,proximal,RIVL,0.3142857142857143
Adult/L4,all,high,proximal,RIVR,0.2857142857142857
Adult/L4,all,high,proximal,RMDDL,0.2631578947368421
Adult/L4,all,high,proximal,RMDDR,0.2619047619047619
Adult/L4,all,high,proximal,RMDL,0.48717948717948717
Adult/L4,all,high,proximal,RMDR,0.48717948717948717
Adult/L4,all,high,proximal,RMDVL,0.30952380952380953
Adult/L4,all,high,proximal,RMDVR,0.2631578947368421
Adult/L4,all,high,proximal,RMED,0.30434782608695654
Adult/L4,all,high,proximal,RMEL,0.35
Adult/L4,all,high,proximal,RMER,0.3888888888888889
Adult/L4,all,high,proximal,RMEV,0.2727272727272727
Adult/L4,all,high,proximal,RMFL,0.3235294117647059
Adult/L4,all,high,proximal,RMFR,0.30303030303030304
Adult/L4,all,high,proximal,RMGL,0.2894736842105263
Adult/L4,all,high,proximal,RMGR,0.18181818181818182
Adult/L4,all,high,proximal,RMHL,0.3
Adult/L4,all,high,proximal,RMHR,0.2857142857142857
Adult/L4,all,high,proximal,SAADL,0.25806451612903225
Adult/L4,all,high,proximal,SAADR,0.3448275862068966
Adult/L4,all,high,proximal,SAAVL,0.3448275862068966
Adult/L4,all,high,proximal,SAAVR,0.19148936170212766
Adult/L4,all,high,proximal,SDQL,0.1935483870967742
Adult/L4,all,high,proximal,SDQR,0.29411764705882354
Adult/L4,all,high,proximal,SIADL,0.35135135135135137
Adult/L4,all,high,proximal,SIADR,0.3333333333333333
Adult/L4,all,high,proximal,SIAVL,0.2962962962962963
Adult/L4,all,high,proximal,SIAVR,0.3448275862068966
Adult/L4,all,high,proximal,SIBDL,0.2962962962962963
Adult/L4,all,high,proximal,SIBDR,0.3448275862068966
Adult/L4,all,high,proximal,SIBVL,0.3888888888888889
Adult/L4,all,high,proximal,SIBVR,0.3888888888888889
Adult/L4,all,high,proximal,SMBDL,0.35135135135135137
Adult/L4,all,high,proximal,SMBDR,0.3333333333333333
Adult/L4,all,high,proximal,SMBVL,0.27586206896551724
Adult/L4,all,high,proximal,SMBVR,0.20833333333333334
Adult/L4,all,high,proximal,SMDDL,0.30952380952380953
Adult/L4,all,high,proximal,SMDDR,0.2857142857142857
Adult/L4,all,high,proximal,SMDVL,0.3142857142857143
Adult/L4,all,high,proximal,SMDVR,0.28205128205128205
Adult/L4,all,high,proximal,URADL,0.42857142857142855
Adult/L4,all,high,proximal,URADR,0.45454545454545453
Adult/L4,all,high,proximal,URAVL,0.375
Adult/L4,all,high,proximal,URAVR,0.45454545454545453
Adult/L4,all,high,proximal,URBL,0.2894736842105263
Adult/L4,all,high,proximal,URBR,0.18518518518518517
Adult/L4,all,high,proximal,URXL,0.22727272727272727
Adult/L4,all,high,proximal,URXR,0.18518518518518517
Adult/L4,all,high,proximal,URYDL,0.35294117647058826
Adult/L4,all,high,proximal,URYDR,0.4
Adult/L4,all,high,proximal,URYVL,0.19047619047619047
Adult/L4,all,high,proximal,URYVR,0.3125
Adult L/R,ipsilateral,all,homologous,ADAL,0.6865671641791045
Adult L/R,ipsilateral,all,homologous,ADEL,0.7142857142857143
Adult L/R,ipsilateral,all,homologous,ADFL,0.7435897435897436
Adult L/R,ipsilateral,all,homologous,ADLL,0.7068965517241379
Adult L/R,ipsilateral,all,homologous,AFDL,0.6666666666666666
Adult L/R,ipsilateral,all,homologous,AIAL,0.6896551724137931
Adult L/R,ipsilateral,all,homologous,AIBL,0.74
Adult L/R,ipsilateral,all,homologous,AIML,0.7021276595744681
Adult L/R,ipsilateral,all,homologous,AINL,0.6666666666666666
Adult L/R,ipsilateral,all,homologous,AIYL,0.5909090909090909
Adult L/R,ipsilateral,all,homologous,AIZL,0.75
Adult L/R,ipsilateral,all,homologous,ALML,0.6176470588235294
Adult L/R,ipsilateral,all,homologous,ALNL,0.5384615384615384
Adult L/R,ipsilateral,all,homologous,ASEL,0.7586206896551724
Adult L/R,ipsilateral,all,homologous,ASGL,0.6
Adult L/R,ipsilateral,all,homologous,ASHL,0.775
Adult L/R,ipsilateral,all,homologous,ASIL,0.7297297297297297
Adult L/R,ipsilateral,all,homologous,ASJL,0.7714285714285715
Adult L/R,ipsilateral,all,homologous,ASKL,0.5294117647058824
Adult L/R,ipsilateral,all,homologous,AUAL,0.717948717948718
Adult L/R,ipsilateral,all,homologous,AVAL,0.7586206896551724
Adult L/R,ipsilateral,all,homologous,AVBL,0.7586206896551724
Adult L/R,ipsilateral,all,homologous,AVDL,0.6923076923076923
Adult L/R,ipsilateral,all,homologous,AVEL,0.6166666666666667
Adult L/R,ipsilateral,all,homologous,AVFL,0.45714285714285713
Adult L/R,ipsilateral,all,homologous,AVHL,0.7222222222222222
Adult L/R,ipsilateral,all,homologous,AVJL,0.7586206896551724
Adult L/R,ipsilateral,all,homologous,AVKL,0.6538461538461539
Adult L/R,ipsilateral,all,homologous,AWAL,0.7333333333333333
Adult L/R,ipsilateral,all,homologous,AWBL,0.7837837837837838
Adult L/R,ipsilateral,all,homologous,AWCL,0.5714285714285714
Adult L/R,ipsilateral,all,homologous,BAGL,0.8205128205128205
Adult L/R,ipsilateral,all,homologous,BDUL,0.6333333333333333
Adult L/R,ipsilateral,all,homologous,CEPDL,0.8043478260869565
Adult L/R,ipsilateral,all,homologous,CEPVL,0.8
Adult L/R,ipsilateral,all,homologous,FLPL,0.5
Adult L/R,ipsilateral,all,homologous,IL1DL,0.7948717948717948
Adult L/R,ipsilateral,all,homologous,IL1L,0.8571428571428571
Adult L/R,ipsilateral,all,homologous,IL1VL,0.6486486486486487
Adult L/R,ipsilateral,all,homologous,IL2DL,0.8
Adult L/R,ipsilateral,all,homologous,IL2L,0.8484848484848485
Adult L/R,ipsilateral,all,homologous,IL2VL,0.75
Adult L/R,ipsilateral,all,homologous,OLLL,0.7959183673469388
Adult L/R,ipsilateral,all,homologous,OLQDL,0.75
Adult L/R,ipsilateral,all,homologous,OLQVL,0.7804878048780488
Adult L/R,ipsilateral,all,homologous,PVCL,0.5714285714285714
Adult L/R,ipsilateral,all,homologous,PVPL,0.5625
Adult L/R,ipsilateral,all,homologous,PVQL,0.5185185185185185
Adult L/R,ipsilateral,all,homologous,RIAL,0.8333333333333334
Adult L/R,ipsilateral,all,homologous,RIBL,0.8947368421052632
Adult L/R,ipsilateral,all,homologous,RICL,0.7678571428571429
Adult L/R,ipsilateral,all,homologous,RIFL,0.6792452830188679
Adult L/R,ipsilateral,all,homologous,RIGL,0.7924528301886793
Adult L/R,ipsilateral,all,homologous,RIML,0.6785714285714286
Adult L/R,ipsilateral,all,homologous,RIPL,0.65625
Adult L/R,ipsilateral,all,homologous,RIVL,0.7708333333333334
Adult L/R,ipsilateral,all,homologous,RMDDL,0.6428571428571429
Adult L/R,ipsilateral,all,homologous,RMDL,0.7333333333333333
Adult L/R,ipsilateral,all,homologous,RMDVL,0.675
Adult L/R,ipsilateral,all,homologous,RMEL,0.7931034482758621
Adult L/R,ipsilateral,all,homologous,RMFL,0.5862068965517241
Adult L/R,ipsilateral,all,homologous,RMGL,0.7551020408163265
Adult L/R,ipsilateral,all,homologous,RMHL,0.7619047619047619
Adult L/R,ipsilateral,all,homologous,SAADL,0.6842105263157895
Adult L/R,ipsilateral,all,homologous,SAAVL,0.7352941176470589
Adult L/R,ipsilateral,all,homologous,SDQL,0.7142857142857143
Adult L/R,ipsilateral,all,homologous,SIADL,0.75
Adult L/R,ipsilateral,all,homologous,SIAVL,0.6111111111111112
Adult L/R,ipsilateral,all,homologous,SIBDL,0.6122448979591837
Adult L/R,ipsilateral,all,homologous,SIBVL,0.6779661016949152
Adult L/R,ipsilateral,all,homologous,SMBDL,0.5614035087719298
Adult L/R,ipsilateral,all,homologous,SMBVL,0.6349206349206349
Adult L/R,ipsilateral,all,homologous,SMDDL,0.7567567567567568
Adult L/R,ipsilateral,all,homologous,SMDVL,0.725
Adult L/R,ipsilateral,all,homologous,URADL,0.7142857142857143
Adult L/R,ipsilateral,all,homologous,URAVL,0.6052631578947368
Adult L/R,ipsilateral,all,homologous,URBL,0.7222222222222222
Adult L/R,ipsilateral,all,homologous,URXL,0.6615384615384615
Adult L/R,ipsilateral,all,homologous,URYDL,0.6274509803921569
Adult L/R,ipsilateral,all,homologous,URYVL,0.7954545454545454
Adult L/R,ipsilateral,all,proximal,ADAL,0.5428571428571428
Adult L/R,ipsilateral,all,proximal,ADEL,0.47619047619047616
Adult L/R,ipsilateral,all,proximal,ADFL,0.7045454545454546
Adult L/R,ipsilateral,all,proximal,ADLL,0.5535714285714286
Adult L/R,ipsilateral,all,proximal,AFDL,0.53125
Adult L/R,ipsilateral,all,proximal,AIAL,0.5862068965517241
Adult L/R,ipsilateral,all,proximal,AIBL,0.48148148148148145
Adult L/R,ipsilateral,all,proximal,AIML,0.5490196078431373
Adult L/R,ipsilateral,all,proximal,AINL,0.3235294117647059
Adult L/R,ipsilateral,all,proximal,AIYL,0.6190476190476191
Adult L/R,ipsilateral,all,proximal,AIZL,0.7045454545454546
Adult L/R,ipsilateral,all,proximal,ALML,0.5
Adult L/R,ipsilateral,all,proximal,ALNL,0.375
Adult L/R,ipsilateral,all,proximal,ASEL,0.6206896551724138
Adult L/R,ipsilateral,all,proximal,ASGL,0.53125
Adult L/R,ipsilateral,all,proximal,ASHL,0.6136363636363636
Adult L/R,ipsilateral,all,proximal,ASIL,0.5135135135135135
Adult L/R,ipsilateral,all,proximal,ASJL,0.4358974358974359
Adult L/R,ipsilateral,all,proximal,ASKL,0.5862068965517241
Adult L/R,ipsilateral,all,proximal,AUAL,0.4782608695652174
Adult L/R,ipsilateral,all,proximal,AVAL,0.5223880597014925
Adult L/R,ipsilateral,all,proximal,AVBL,0.48484848484848486
Adult L/R,ipsilateral,all,proximal,AVDL,0.5116279069767442
Adult L/R,ipsilateral,all,proximal,AVEL,0.4927536231884058
Adult L/R,ipsilateral,all,proximal,AVFL,0.5
Adult L/R,ipsilateral,all,proximal,AVHL,0.5
Adult L/R,ipsilateral,all,proximal,AVJL,0.5116279069767442
Adult L/R,ipsilateral,all,proximal,AVKL,0.4696969696969697
Adult L/R,ipsilateral,all,proximal,AWAL,0.6206896551724138
Adult L/R,ipsilateral,all,proximal,AWBL,0.6136363636363636
Adult L/R,ipsilateral,all,proximal,AWCL,0.53125
Adult L/R,ipsilateral,all,proximal,BAGL,0.5098039215686274
Adult L/R,ipsilateral,all,proximal,BDUL,0.5
Adult L/R,ipsilateral,all,proximal,CEPDL,0.49019607843137253
Adult L/R,ipsilateral,all,proximal,CEPVL,0.4423076923076923
Adult L/R,ipsilateral,all,proximal,FLPL,0.32608695652173914
Adult L/R,ipsilateral,all,proximal,IL1DL,0.5813953488372093
Adult L/R,ipsilateral,all,proximal,IL1L,0.5641025641025641
Adult L/R,ipsilateral,all,proximal,IL1VL,0.7222222222222222
Adult L/R,ipsilateral,all,proximal,IL2DL,0.5952380952380952
Adult L/R,ipsilateral,all,proximal,IL2L,0.5641025641025641
Adult L/R,ipsilateral,all,proximal,IL2VL,0.7142857142857143
Adult L/R,ipsilateral,all,proximal,OLLL,0.5102040816326531
Adult L/R,ipsilateral,all,proximal,OLQDL,0.5952380952380952
Adult L/R,ipsilateral,all,proximal,OLQVL,0.6041666666666666
Adult L/R,ipsilateral,all,proximal,PVCL,0.42857142857142855
Adult L/R,ipsilateral,all,proximal,PVPL,0.3181818181818182
Adult L/R,ipsilateral,all,proximal,PVQL,0.56
Adult L/R,ipsilateral,all,proximal,RIAL,0.5
Adult L/R,ipsilateral,all,proximal,RIBL,0.4745762711864407
Adult L/R,ipsilateral,all,proximal,RICL,0.5428571428571428
Adult L/R,ipsilateral,all,proximal,RIFL,0.5517241379310345
Adult L/R,ipsilateral,all,proximal,RIGL,0.4666666666666667
Adult L/R,ipsilateral,all,proximal,RIML,0.5147058823529411
Adult L/R,ipsilateral,all,proximal,RIPL,0.4594594594594595
Adult L/R,ipsilateral,all,proximal,RIVL,0.54
Adult L/R,ipsilateral,all,proximal,RMDDL,0.4666666666666667
Adult L/R,ipsilateral,all,proximal,RMDL,0.4642857142857143
Adult L/R,ipsilateral,all,proximal,RMDVL,0.5227272727272727
Adult L/R,ipsilateral,all,proximal,RMEL,0.4594594594594595
Adult L/R,ipsilateral,all,proximal,RMFL,0.35555555555555557
Adult L/R,ipsilateral,all,proximal,RMGL,0.631578947368421
Adult L/R,ipsilateral,all,proximal,RMHL,0.48333333333333334
Adult L/R,ipsilateral,all,proximal,SAADL,0.4418604651162791
Adult L/R,ipsilateral,all,proximal,SAAVL,0.45614035087719296
Adult L/R,ipsilateral,all,proximal,SDQL,0.33962264150943394
Adult L/R,ipsilateral,all,proximal,SIADL,0.5833333333333334
Adult L/R,ipsilateral,all,proximal,SIAVL,0.5245901639344263
Adult L/R,ipsilateral,all,proximal,SIBDL,0.5384615384615384
Adult L/R,ipsilateral,all,proximal,SIBVL,0.5384615384615384
Adult L/R,ipsilateral,all,proximal,SMBDL,0.5833333333333334
Adult L/R,ipsilateral,all,proximal,SMBVL,0.631578947368421
Adult L/R,ipsilateral,all,proximal,SMDDL,0.45652173913043476
Adult L/R,ipsilateral,all,proximal,SMDVL,0.54
Adult L/R,ipsilateral,all,proximal,URADL,0.5405405405405406
Adult L/R,ipsilateral,all,proximal,URAVL,0.7222222222222222
Adult L/R,ipsilateral,all,proximal,URBL,0.4528301886792453
Adult L/R,ipsilateral,all,proximal,URXL,0.5
Adult L/R,ipsilateral,all,proximal,URYDL,0.5098039215686274
Adult L/R,ipsilateral,all,proximal,URYVL,0.6041666666666666
Adult L/R,ipsilateral,all,proximal,ADAR,0.5633802816901409
Adult L/R,ipsilateral,all,proximal,ADER,0.5
Adult L/R,ipsilateral,all,proximal,ADFR,0.625
Adult L/R,ipsilateral,all,proximal,ADLR,0.5211267605633803
Adult L/R,ipsilateral,all,proximal,AFDR,0.4666666666666667
Adult L/R,ipsilateral,all,proximal,AIAR,0.6129032258064516
Adult L/R,ipsilateral,all,proximal,AIBR,0.4838709677419355
Adult L/R,ipsilateral,all,proximal,AIMR,0.5
Adult L/R,ipsilateral,all,proximal,AINR,0.35714285714285715
Adult L/R,ipsilateral,all,proximal,AIYR,0.5555555555555556
Adult L/R,ipsilateral,all,proximal,AIZR,0.48936170212765956
Adult L/R,ipsilateral,all,proximal,ALMR,0.5
Adult L/R,ipsilateral,all,proximal,ALNR,0.28888888888888886
Adult L/R,ipsilateral,all,proximal,ASER,0.6129032258064516
Adult L/R,ipsilateral,all,proximal,ASGR,0.6
Adult L/R,ipsilateral,all,proximal,ASHR,0.48214285714285715
Adult L/R,ipsilateral,all,proximal,ASIR,0.6578947368421053
Adult L/R,ipsilateral,all,proximal,ASJR,0.4883720930232558
Adult L/R,ipsilateral,all,proximal,ASKR,0.4883720930232558
Adult L/R,ipsilateral,all,proximal,AUAR,0.4888888888888889
Adult L/R,ipsilateral,all,proximal,AVAR,0.5079365079365079
Adult L/R,ipsilateral,all,proximal,AVBR,0.5692307692307692
Adult L/R,ipsilateral,all,proximal,AVDR,0.5223880597014925
Adult L/R,ipsilateral,all,proximal,AVER,0.4426229508196721
Adult L/R,ipsilateral,all,proximal,AVFR,0.425
Adult L/R,ipsilateral,all,proximal,AVHR,0.5555555555555556
Adult L/R,ipsilateral,all,proximal,AVJR,0.5555555555555556
Adult L/R,ipsilateral,all,proximal,AVKR,0.4696969696969697
Adult L/R,ipsilateral,all,proximal,AWAR,0.6052631578947368
Adult L/R,ipsilateral,all,proximal,AWBR,0.625
Adult L/R,ipsilateral,all,proximal,AWCR,0.6578947368421053
Adult L/R,ipsilateral,all,proximal,BAGR,0.46296296296296297
Adult L/R,ipsilateral,all,proximal,BDUR,0.43137254901960786
Adult L/R,ipsilateral,all,proximal,CEPDR,0.6153846153846154
Adult L/R,ipsilateral,all,proximal,CEPVR,0.4444444444444444
Adult L/R,ipsilateral,all,proximal,FLPR,0.3902439024390244
Adult L/R,ipsilateral,all,proximal,IL1DR,0.6122448979591837
Adult L/R,ipsilateral,all,proximal,IL1R,0.49056603773584906
Adult L/R,ipsilateral,all,proximal,IL1VR,0.7647058823529411
